time,V1,V2,V3,V4,V5,V6,V7,V8,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,SOC7,SOC8,I1,I2,I3,I4,I5,I6,I7,I8,T1,T2,T3,T4,T5,T6,T7,T8
0,27.9033625841913,27.8437630248428,27.945836489417,27.9031724760629,27.9458362832096,27.9031728228667,27.8437630248285,27.9460303471395,0.7,0.6,0.65,0.7,0.65,0.7,0.6,0.65,1.99969339079425,1.99938654805224,1.99938598761718,1.99938566092384,1.99938566088041,1.99938622229857,1.99938654802971,1.99969315611089,25,24,27,25,27,25,24,27
1,27.9657828959702,27.908495641015,27.9915395834983,27.9655832598601,27.9915395834984,27.9655832598592,27.9084956410149,27.991740932248,0.700195588079584,0.600195558130532,0.650195557943857,0.700195558006226,0.650195557943857,0.700195558006227,0.600195558130532,0.650195588048397,1.99969237638782,1.99938601309802,1.9993841861259,1.99938475717122,1.99938418612623,1.99938475716942,1.99938601309802,1.99969209084795,25.0069706344905,24.0074256177068,27.0073446773611,25.0069684910667,27.007344677361,25.0069684910669,24.0074256177068,27.007346938813
2,28.0031692336428,27.9487796230181,28.0249838351111,28.002963581744,28.0249838351107,28.0029635817445,27.9487796230181,28.0251905613668,0.700391176111642,0.600391116159654,0.650391115807046,0.700391115917418,0.650391115807045,0.700391115917419,0.600391116159654,0.650391176056452,1.99969196513879,1.99938512684738,1.99938345035639,1.9993839348008,1.99938345035603,1.99938393480136,1.99938512684738,1.99969172290439,25.0141638030383,24.0150558180308,27.0148114038089,25.0141594443378,27.0148114038089,25.0141594443378,24.0150558180308,27.0148159672697
3,28.029587704844,27.9777987263642,28.051758149928,28.0293777950238,28.0517581499281,28.0293777950237,27.9777987263642,28.0519691847893,0.700586764120086,0.600586674137119,0.650586673623888,0.70058667378139,0.650586673623887,0.700586673781391,0.600586674137119,0.65058676404133,1.99969167453485,1.99938448842865,1.99938286132064,1.99938335368818,1.99938286132103,1.99938335368795,1.99938448842865,1.99969142833874,25.0214923170867,24.022831596604,27.0223857467217,25.0214856997009,27.0223857467217,25.0214856997009,24.022831596604,27.0223926470552
4,28.0476883236208,27.997898230131,28.0723178372494,28.047475491463,28.0723178372495,28.0474754914632,27.997898230131,28.0725321846325,0.700782352107362,0.600782232067709,0.650782231394443,0.700782231603032,0.650782231394443,0.700782231603033,0.600782232067709,0.650782352003061,1.99969147542821,1.999384046239,1.99938240900813,1.99938295553841,1.99938240900835,1.99938295553857,1.999384046239,1.99969120214613,25.0289355986841,24.0307485355959,27.0300863091054,25.0289266856535,27.0300863091053,25.0289266856535,24.0307485355959,27.0300955869482
5,28.0604407480259,28.0120520318543,28.0880480457882,28.0602258537584,28.0880480457883,28.0602258537586,28.0120520318543,28.0882649309602,0.70097794007797,0.600977789961324,0.650977789125987,0.700977789391342,0.650977789125986,0.700977789391343,0.600977789961324,0.650977939945283,1.99969133515166,1.99938373485515,1.99938206294363,1.99938267503047,1.99938206294374,1.99938267503073,1.99938373485515,1.99969102908602,25.0364558285859,24.0387708062651,27.0378975286709,25.0364445949061,27.0378975286708,25.0364445949061,24.0387708062651,27.0379092196342
6,28.0702875825457,28.0228282441616,28.1004134718327,28.0700710946797,28.1004134718327,28.0700710946798,28.0228282441616,28.1006323541771,0.701173528036074,0.601173347827384,0.651173346826845,0.70117334715465,0.651173346826845,0.701173347154651,0.601173347827384,0.651173527872161,1.99969122683651,1.99938349777854,1.99938179090405,1.9993824584354,1.99938179090413,1.99938245843557,1.99938349777854,1.99969089304427,25.0440229391074,24.0468635880925,27.0457957687374,25.0440093693388,27.0457957687373,25.0440093693387,24.0468635880925,27.0458099008666
7,28.0785946080373,28.031750680136,28.1104873868326,28.078376775539,28.1104873868326,28.0783767755391,28.031750680136,28.1107078973365,0.701369115984231,0.601368905671844,0.651368904503256,0.701368904898066,0.651368904503256,0.701368904898067,0.601368905671844,0.651369115786812,1.99969113545925,1.99938330148499,1.99938156927776,1.99938227571061,1.99938156927782,1.99938227571072,1.99938330148499,1.99969078221323,25.0516221660278,24.055005213652,27.0537605126846,25.0516062494744,27.0537605126845,25.0516062494742,24.055005213652,27.0537771074815
8,28.0860099712334,28.0395981148521,28.1189898316299,28.0857909385358,28.1189898316298,28.0857909385358,28.0395981148521,28.1192117165223,0.701564703923877,0.601564463498128,0.651564462159535,0.701564462624464,0.651564462159534,0.701564462624465,0.601564463498128,0.651564703691396,1.99969105389027,1.99938312884147,1.99938138222384,1.99938211259917,1.99938138222389,1.99938211259922,1.99938312884147,1.99969068867117,25.0592484894431,24.063184688628,27.0617763987285,25.0592302170697,27.0617763987284,25.0592302170695,24.063184688628,27.0617954727984
9,28.0928235958138,28.0467449800688,28.1263925085675,28.0926034604063,28.1263925085675,28.0926034604063,28.0467449800688,28.1266155897091,0.701760291855865,0.601760021308256,0.651760019798634,0.701760020335547,0.651760019798634,0.701760020335549,0.601760021308256,0.651760291587388,1.99969097894041,1.99938297161047,1.99938121936487,1.99938196272378,1.9993812193649,1.99938196272379,1.99938297161046,1.99969060722852,25.0669010852912,24.071397163985,27.0698327427713,25.0668804483851,27.0698327427711,25.0668804483848,24.071397163985,27.0698543093079
10,28.0991727785105,28.0533749615907,28.1330059029555,28.0989516155865,28.1330059029555,28.0989516155865,28.0533749615908,28.133230052116,0.701955879780775,0.601955579103564,0.651955577422619,0.701955578032479,0.651955577422618,0.70195557803248,0.601955579103564,0.651955879475822,1.9996909090994,1.99938282575089,1.99938107387013,1.99938182306442,1.99938107387017,1.99938182306441,1.99938282575089,1.99969053446941,25.0745803466656,24.0796406902811,27.0779223828833,25.0745573364379,27.0779223828831,25.0745573364376,24.0796406902811,27.0779464527833
11,28.1051326608882,28.0595862405463,28.1390370161222,28.1049105334367,28.1390370161222,28.1049105334367,28.0595862405462,28.1392621384533,0.702151467699066,0.602151136885059,0.652151135032977,0.702151135716172,0.652151135032977,0.702151135716174,0.602151136885059,0.652151467357442,1.9996908435407,1.99938268910277,1.99938094118562,1.99938169196826,1.99938094118564,1.99938169196824,1.99938268910277,1.99969046811645,25.0822867770409,24.0879145056351,27.0860406138887,25.0822613845821,27.0860406138885,25.0822613845818,24.0879145056351,27.086067196529
12,28.1107507431537,28.0654375237408,28.1446255248108,28.110527706464,28.1446255248108,28.110527706464,28.0654375237408,28.1448515480752,0.702347055611127,0.602346694653575,0.652346692630819,0.70234669338741,0.652346692630819,0.702346693387411,0.602346694653575,0.652347055232803,1.9996907817418,1.99938256037454,1.99938081823841,1.99938156839047,1.99938081823844,1.99938156839044,1.99938256037454,1.99969040663294,25.0900207158388,24.096218270445,27.0941843891671,25.0899929321631,27.0941843891669,25.0899929321626,24.096218270445,27.09421349293
