time,V1,V2,V3,V4,V5,V6,V7,V8,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,SOC7,SOC8,I1,I2,I3,I4,I5,I6,I7,I8,T1,T2,T3,T4,T5,T6,T7,T8
0,27.1707676954594,27.2096962031252,27.3147332159447,27.2854054063402,27.1841890060848,27.2854057632143,27.2096958026944,27.3149227387076,0.5,0.6,0.65,0.7,0.4,0.7,0.6,0.65,0.999700907458289,0.999401023103279,0.999399814842183,0.999400116450338,0.999400834510106,0.999400694125927,0.999400391584642,0.999700114571717,20,24,27,25,25,25,24,27
1,27.199994814997,27.2420756174888,27.3375917766504,27.3166015496241,27.2036956217564,27.3166015496238,27.2420756174883,27.3377884314752,0.500097779819227,0.600097750472513,0.650097750262992,0.700097750311405,0.400097750549581,0.700097750311406,0.600097750472512,0.650097779669628,0.999700800056744,0.999400674337604,0.999398572979285,0.999399034767715,0.999401518694169,0.999399034766818,0.999400674337479,0.999699284326356,20.0018781380529,24.0018554568207,27.0018351685251,25.0017412116998,25.001951893349,25.0017412116998,24.0018554568207,27.0018362728478
2,27.2181666557462,27.2611365977659,27.3535919598343,27.3342526911668,27.218190877465,27.3342526911668,27.2611365977657,27.3537935379344,0.500195559611888,0.600195500888691,0.650195500480224,0.700195500570251,0.400195501058169,0.700195500570252,0.600195500888689,0.650195559316368,0.999700600166679,0.999400254995327,0.999398220976313,0.999398646441376,0.999401199799932,0.999398646441007,0.99940025499539,0.999699108270714,20.0038069989563,24.0037689643755,27.0037063864194,25.003543960001,25.0039314514669,25.0035439600011,24.0037689643755,27.0037086176035
3,27.2319494753602,27.275117209197,27.3665643281571,27.3469578133838,27.2303915778147,27.3469578133851,27.2751172091955,27.3667698993672,0.500293339393021,0.60029325128124,0.650293250676173,0.700293250807492,0.400293251546941,0.700293250807493,0.600293251281239,0.650293338952464,0.999700448555002,0.999399947420212,0.999397935587359,0.999398366929465,0.999400931381322,0.99939836693142,0.999399947418108,0.999698965533066,20.005764615166,24.0057136943025,27.0056012640227,25.0053753698207,25.0059302093192,25.0053753698208,24.0057136943024,27.0056046367069
4,27.2424274659742,27.2854567713653,27.3769512981446,27.3562912610956,27.2405450301443,27.3562912610957,27.2854567713652,27.3771600683279,0.500391119164257,0.600391001654205,0.650391000852605,0.700391001027082,0.40039100201676,0.700391001027083,0.600391001654203,0.650391118578797,0.999700333297904,0.999399719950951,0.999397707071643,0.999398161591951,0.999400708009642,0.999398161592001,0.999399719951083,0.999698851239298,20.0077509580351,24.0076880533398,27.0075230024452,25.0072306527041,25.0079520274897,25.0072306527042,24.0076880533397,27.0075275331658
5,27.2503213610342,27.2930523128176,27.3851073609292,27.3631574328173,27.2488624249759,27.3631574328174,27.2930523128176,27.3853186446356,0.500488898926601,0.600488752009932,0.650488751010876,0.700488751231142,0.400488752468345,0.700488751231143,0.600488752009931,0.650488898196048,0.999700246465071,0.999399552848988,0.999397527638307,0.999398010536119,0.99940052502705,0.999398010536207,0.999399552849102,0.999698761494997,20.0097629009765,24.0096878425959,27.0094711115649,25.0091047927031,25.0099977566952,25.0091047927032,24.0096878425958,27.0094768165469
6,27.2564360572493,27.2988335876169,27.3915508345677,27.368433720302,27.2557031562022,27.3684337203021,27.2988335876169,27.3917641052432,0.500586678681542,0.600586502351536,0.650586501153699,0.70058650142239,0.400586502903877,0.700586501422391,0.600586502351535,0.650586677805573,0.99970017920341,0.999399425660955,0.999397385881844,0.999397894457841,0.999400374530935,0.999397894457919,0.999399425661042,0.99969869059492,20.0117947307102,24.011706686272,27.0114415576429,25.0109922196201,25.0120651221398,25.0109922196202,24.011706686272,27.011448450641
7,27.2614282431187,27.3035235584983,27.3967736747799,27.3727750630227,27.2614290007611,27.3727750630228,27.3035235584983,27.3969885567245,0.500684458430448,0.600684252681747,0.650684251283872,0.70068425160318,0.400684253325814,0.700684251603181,0.600684252681745,0.65068445740877,0.999700124289359,0.999399322481628,0.999397270979293,0.999397798948377,0.999400248562285,0.999397798948429,0.999399322481695,0.999698633125928,20.0138413284011,24.0137392588489,27.0134295633432,25.0128890536993,25.014150860555,25.0128890536994,24.0137392588489,27.0134376551883
8,27.2657258918524,27.3075693206743,27.4011497874441,27.3765694545919,27.2663285444729,27.3765694545919,27.3075693206743,27.4013660196715,0.500782238174302,0.60078200300245,0.650782001403614,0.700782001775124,0.400782003736232,0.700782001775124,0.600782003002448,0.65078223700675,0.999700077015217,0.999399233474892,0.999397174704755,0.999397715471832,0.999400140772252,0.999397715471859,0.999399233474944,0.99969858497381,20.0158993238743,24.0157822772357,27.0154311207133,25.0147933850277,25.0162519844685,25.0147933850278,24.0157822772356,27.0154404197826
9,27.2695747968774,27.3112115707222,27.4049361872718,27.3800161666339,27.2706107968504,27.380016166634,27.3112115707221,27.4051535877176,0.500880017913749,0.600879753314835,0.650879751514517,0.70087975193924,0.400879754136722,0.70087975193924,0.600879753314833,0.65088001660031,0.999700034677257,0.999399153345415,0.999397091403914,0.999397639644221,0.99940004656264,0.999397639644229,0.999399153345459,0.999698543310542,20.0179668659589,24.017834075922,27.0174433258799,25.0167045546093,25.0183661649409,25.0167045546094,24.0178340759219,27.0174538387704
