time,V1,V2,V3,V4,V5,V6,V7,V8,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,SOC7,SOC8,I1,I2,I3,I4,I5,I6,I7,I8,T1,T2,T3,T4,T5,T6,T7,T8
884,27.5726673566631,27.5551636233913,27.5724406475626,27.4526945168237,27.5724406475626,27.4526945168237,27.5480485577548,27.4529292902316,0.736437023357487,0.686410992836187,0.736410823393553,0.786411019888772,0.73641082339358,0.78641101988874,0.836410815495379,0.786437121616073,0.999696700659047,0.999393786400346,0.999393406305718,0.999396040720642,0.999393406305741,0.999396040720638,0.999393942931725,0.99969801777781,29.0058030137637,26.0137062613273,29.0045966395509,26.8733641884236,29.0045966395509,26.8733641884123,26.9187219607144,26.8744961163523
885,27.5726329010762,27.5553782189795,27.5724062155339,27.4527091413435,27.5724062155339,27.4527091413435,27.5480422660957,27.45294391662,0.736534802768759,0.686508742619446,0.736508573139903,0.786508769892739,0.736508573139931,0.786508769892707,0.836508565294186,0.786534901156145,0.999696701038058,0.999393781679243,0.999393407063222,0.999396040398902,0.999393407063246,0.999396040398899,0.999393943070141,0.999698017616919,29.0080525039851,26.0159970766799,29.0068447979083,26.8754914082547,29.0068447979083,26.8754914082433,26.9208776296235,26.8766246218959
886,27.5725984454866,27.5555928145665,27.5723717835024,27.4527237658634,27.5723717835025,27.4527237658633,27.5480359744364,27.4529585430084,0.736632582180069,0.686606492402243,0.736606322886328,0.786606519896675,0.736606322886355,0.786606519896642,0.836606315093007,0.786632680696202,0.99969670141707,0.99939377695814,0.999393407820727,0.999396040077163,0.999393407820752,0.99939604007716,0.999393943208558,0.99969801745603,29.0103018720372,26.0182879014923,29.0090928342092,26.8776186280843,29.0090928342093,26.8776186280729,26.9230332578358,26.8787531274389
887,27.5725639898945,27.5558074101526,27.5723373514683,27.4527383903832,27.5723373514683,27.4527383903832,27.5480296827772,27.4529731693968,0.736730361591415,0.686704242184579,0.736704072632826,0.786704269900579,0.736704072632853,0.786704269900547,0.83670406489184,0.786730460236242,0.999696701796081,0.999393772237037,0.999393408578232,0.999396039755423,0.999393408578256,0.999396039755421,0.999393943346974,0.99969801729514,29.0125511179202,26.0205787357646,29.0113407484538,26.8797458479127,29.0113407484538,26.8797458479012,26.9251888453514,26.8808816329811
888,27.5725295342997,27.5560220057375,27.5723029194316,27.452753014903,27.5723029194316,27.452753014903,27.548023391118,27.4529877957852,0.736828141002799,0.686801991966452,0.736801822379398,0.786802019904452,0.736801822379426,0.786802019904419,0.836801814690688,0.786828239776267,0.999696702175093,0.999393767515934,0.999393409335736,0.999396039433684,0.999393409335761,0.99939603943368,0.99939394348539,0.999698017134249,29.014800241634,26.0228695794967,29.0135885406419,26.8818730677396,29.013588540642,26.8818730677281,26.9273443921704,26.8830101385227
889,27.5724950787026,27.5562366013215,27.5722684873924,27.4527676394228,27.5722684873924,27.4527676394228,27.5480170994588,27.4530024221736,0.736925920414219,0.686899741747864,0.736899572126045,0.786899769908294,0.736899572126072,0.786899769908261,0.836899564489548,0.786926019316276,0.999696702554104,0.999393762794831,0.999393410093241,0.999396039111945,0.999393410093265,0.999396039111941,0.999393943623808,0.999698016973359,29.0170492431785,26.0251604326888,29.0158362107736,26.8840002875652,29.0158362107737,26.8840002875536,26.9294998982926,26.8851386440635
890,27.572460623103,27.5564511969044,27.5722340553507,27.4527822639426,27.5722340553507,27.4527822639426,27.5480108077996,27.453017048562,0.737023699825677,0.686997491528814,0.736997321872766,0.786997519912103,0.736997321872793,0.78699751991207,0.836997314288423,0.78702379885627,0.999696702933116,0.999393758073728,0.999393410850746,0.999396038790205,0.99939341085077,0.999396038790201,0.999393943762223,0.999698016812468,29.0192981225538,26.0274512953407,29.0180837588489,26.8861275073893,29.0180837588489,26.8861275073778,26.9316553637182,26.8872671496038
891,27.5724261675011,27.5566657924863,27.5721996233067,27.4527968884624,27.5721996233067,27.4527968884625,27.5480045161404,27.4530316749504,0.737121479237172,0.687095241309303,0.73709507161956,0.787095269915882,0.737095071619588,0.787095269915849,0.837095064087311,0.787121578396247,0.999696703312127,0.999393753352625,0.999393411608251,0.999396038468466,0.999393411608275,0.999396038468462,0.99939394390064,0.999698016651578,29.0215468797598,26.0297421674524,29.0203311848676,26.8882547272121,29.0203311848677,26.8882547272005,26.933810788447,26.8893956551433
892,27.572391711897,27.5568803880671,27.5721651912603,27.4528115129823,27.5721651912604,27.4528115129823,27.5479982244811,27.4530463013388,0.737219258648704,0.687192991089329,0.737192821366429,0.787193019919628,0.737192821366456,0.787193019919595,0.837192813886213,0.787219357936209,0.999696703691139,0.999393748631523,0.999393412365756,0.999396038146726,0.999393412365781,0.999396038146723,0.999393944039056,0.999698016490688,29.0237955147965,26.0320330490241,29.0225784888299,26.8903819470336,29.0225784888299,26.890381947022,26.9359661724791,26.8915241606821
893,27.5723572562908,27.5570949836468,27.5721307592118,27.4528261375021,27.5721307592118,27.4528261375021,27.5479919328219,27.4530609277272,0.737317038060272,0.687290740868894,0.737290571113372,0.787290769923344,0.737290571113399,0.787290769923311,0.837290563685128,0.787317137476156,0.999696704070151,0.99939374391042,0.999393413123261,0.999396037824986,0.999393413123286,0.999396037824984,0.999393944177473,0.999698016329798,29.026044027664,26.0343239400556,29.0248256707357,26.8925091668536,29.0248256707357,26.892509166842,26.9381215158145,26.8936526662202
