sample,current_A,voltage_min_V,voltage_mean_V,voltage_max_V,voltage_spread_mV,temperature_min_C,temperature_mean_C,temperature_max_C,consistency_proxy_percent,soc_mean_percent,soc_min_percent,soc_max_percent
1076,-48.19995,3.2640002,3.2785001125,3.282,17.99980000000012,26.0,26.0,26.0,98.930002,4.480812698602676,3.712834417819977,4.77251261472702
1077,-45.80005,3.2640002,3.2786250874999996,3.282,17.99980000000012,26.0,26.0,26.0,98.88666866666668,4.480812698602676,3.712834417819977,4.77251261472702
1078,-45.599854,3.2640002,3.2785000749999997,3.282,17.99980000000012,26.0,26.0,26.0,98.84333533333333,4.480812698602676,3.712834417819977,4.77251261472702
1079,-45.30005,3.2640002,3.2793751,3.2830002,19.000000000000128,25.0,25.875,26.0,98.80000199999999,4.480812698602676,3.712834417819977,4.77251261472702
1080,-46.599854,3.2640002,3.279500125,3.2830002,19.000000000000128,25.0,25.875,26.0,98.76000266666667,4.480812698602676,3.712834417819977,4.77251261472702
1081,-47.599854,3.265,3.2798750875000002,3.2840002,19.0001999999998,25.0,25.875,26.0,98.716668,4.480812698602676,3.712834417819977,4.77251261472702
1082,-43.30005,3.265,3.2803751250000004,3.2840002,19.0001999999998,25.0,25.875,26.0,98.68000066666667,4.480812698602676,3.712834417819977,4.77251261472702
1083,-46.69995,3.2640002,3.2800001625,3.2840002,20.000000000000018,25.0,25.875,26.0,98.64,4.480812698602676,3.712834417819977,4.77251261472702
1084,-45.099854,3.2640002,3.2800001625,3.2840002,20.000000000000018,25.0,25.875,26.0,98.59999933333333,4.480812698602676,3.712834417819977,4.77251261472702
1085,-45.599854,3.265,3.2810001125,3.285,20.000000000000018,25.0,25.875,26.0,98.55999866666666,4.480812698602676,3.712834417819977,4.77251261472702
1086,-46.599854,3.265,3.2808751125,3.285,20.000000000000018,25.0,25.875,26.0,98.519998,4.480812698602676,3.712834417819977,4.77251261472702
1087,-42.899902,3.2660003,3.2815001250000004,3.285,18.999700000000175,25.0,25.875,26.0,98.51666466666667,4.480812698602676,3.712834417819977,4.77251261472702
1088,-46.80005,3.265,3.2815001250000004,3.2860003,21.00029999999986,25.0,25.875,26.0,98.51333166666667,4.480812698602676,3.712834417819977,4.77251261472702
1089,-47.099854,3.2670002,3.2823751875000005,3.2860003,19.000099999999964,25.0,25.875,26.0,98.50666633333334,4.480812698602676,3.712834417819977,4.77251261472702
1090,-42.19995,3.2670002,3.2827501874999996,3.2860003,19.000099999999964,25.0,25.875,26.0,98.50000100000001,5.008887499570847,3.8963302969932556,5.311767756938934
1091,-47.19995,3.2660003,3.2825002249999997,3.2860003,20.000000000000018,25.0,25.875,26.0,98.50000133333333,5.008887499570847,3.8963302969932556,5.311767756938934
1092,-44.5,3.2670002,3.2827501375000003,3.2870002,20.000000000000018,25.0,25.875,26.0,98.49666866666666,5.008887499570847,3.8963302969932556,5.311767756938934
1093,-45.69995,3.2670002,3.2830002125,3.2870002,20.000000000000018,25.0,25.875,26.0,98.49333466666667,5.008887499570847,3.8963302969932556,5.311767756938934
1094,-44.19995,3.2670002,3.2832501375,3.2870002,20.000000000000018,25.0,25.875,26.0,98.49333366666666,5.008887499570847,3.8963302969932556,5.311767756938934
1095,-44.899902,3.2680001,3.2838751125000005,3.288,19.999899999999737,25.0,25.875,26.0,98.48666533333333,5.008887499570847,3.8963302969932556,5.311767756938934
1096,-46.69995,3.2670002,3.2838751625000007,3.288,20.99979999999979,25.0,25.875,26.0,98.48999866666666,5.008887499570847,3.8963302969932556,5.311767756938934
1097,-44.599854,3.2670002,3.2840002,3.288,20.99979999999979,25.0,25.875,26.0,98.48333166666667,5.008887499570847,3.8963302969932556,5.311767756938934
1098,-43.19995,3.2680001,3.2845001125000004,3.288,19.999899999999737,25.0,25.75,26.0,98.47999866666667,5.008887499570847,3.8963302969932556,5.311767756938934
1099,-46.19995,3.2670002,3.2841251750000002,3.288,20.99979999999979,25.0,25.75,26.0,98.47666566666666,5.008887499570847,3.8963302969932556,5.311767756938934
1100,-44.899902,3.2680001,3.2848751750000003,3.2890003,21.000200000000024,25.0,25.75,26.0,98.47333266666668,5.008887499570847,3.8963302969932556,5.311767756938934
1101,-46.399902,3.269,3.285250125,3.2890003,20.00029999999997,25.0,25.75,26.0,98.46999966666667,5.008887499570847,3.8963302969932556,5.311767756938934
1102,-45.399902,3.269,3.2855001500000003,3.2900002,21.000200000000024,25.0,25.75,26.0,98.46666666666667,5.008887499570847,3.8963302969932556,5.311767756938934
1103,-42.899902,3.269,3.2855001374999997,3.2890003,20.00029999999997,25.0,25.75,26.0,98.46333333333334,5.008887499570847,3.8963302969932556,5.311767756938934
1104,-42.399902,3.269,3.2860001875,3.2900002,21.000200000000024,25.0,25.75,26.0,98.46333299999999,5.008887499570847,3.8963302969932556,5.311767756938934
1105,-44.0,3.2700002,3.2862502,3.2900002,20.000000000000018,25.0,25.75,26.0,98.46333266666667,5.008887499570847,3.8963302969932556,5.311767756938934
1106,-44.599854,3.2700002,3.2867501875000005,3.2910001,20.99990000000007,25.0,25.75,26.0,98.45999833333333,5.008887499570847,3.8963302969932556,5.311767756938934
1107,-47.099854,3.2700002,3.28712515,3.2910001,20.99990000000007,25.0,25.75,26.0,98.459997,5.008887499570847,3.8963302969932556,5.311767756938934
1108,-45.5,3.2700002,3.2871251875,3.2910001,20.99990000000007,25.0,25.75,26.0,98.459997,5.008887499570847,3.8963302969932556,5.311767756938934
1109,-44.19995,3.2710001,3.2877501375,3.292,20.999899999999627,25.0,25.625,26.0,98.456664,5.008887499570847,3.8963302969932556,5.311767756938934
1110,-46.19995,3.2710001,3.2880001500000002,3.292,20.999899999999627,25.0,25.625,26.0,98.45333099999999,5.287051573395729,3.9993181824684143,5.753491818904877
1111,-42.69995,3.2710001,3.2881250875,3.292,20.999899999999627,25.0,25.625,26.0,98.446665,5.287051573395729,3.9993181824684143,5.753491818904877
1112,-46.5,3.2710001,3.2882501250000002,3.292,20.999899999999627,25.0,25.625,26.0,98.44666600000001,5.287051573395729,3.9993181824684143,5.753491818904877
1113,-42.69995,3.272,3.2890001250000003,3.2930002,21.000200000000024,25.0,25.625,26.0,98.44,5.287051573395729,3.9993181824684143,5.753491818904877
1114,-46.69995,3.272,3.2887501125,3.2930002,21.000200000000024,25.0,25.625,26.0,98.436667,5.287051573395729,3.9993181824684143,5.753491818904877
1115,-45.399902,3.272,3.2892501000000003,3.2930002,21.000200000000024,25.0,25.625,26.0,98.433334,5.287051573395729,3.9993181824684143,5.753491818904877
1116,-46.80005,3.272,3.2896251000000003,3.2930002,21.000200000000024,25.0,25.625,26.0,98.43000033333333,5.287051573395729,3.9993181824684143,5.753491818904877
1117,-45.19995,3.272,3.2898751125,3.2940001,22.000100000000078,25.0,25.625,26.0,98.43000066666667,5.287051573395729,3.9993181824684143,5.753491818904877
1118,-46.399902,3.272,3.2900000999999994,3.2940001,22.000100000000078,25.0,25.625,26.0,98.426667,5.287051573395729,3.9993181824684143,5.753491818904877
1119,-43.5,3.2730002,3.290500087499999,3.2940001,20.99990000000007,25.0,25.625,26.0,98.42333266666667,5.287051573395729,3.9993181824684143,5.753491818904877
1120,-46.899902,3.2730002,3.2907501375,3.295,21.999800000000125,25.0,25.625,26.0,98.41999899999999,5.287051573395729,3.9993181824684143,5.753491818904877
1121,-45.69995,3.2730002,3.2908750875,3.295,21.999800000000125,25.0,25.625,26.0,98.44999899999999,5.287051573395729,3.9993181824684143,5.753491818904877
1122,-42.599854,3.2730002,3.2910000749999995,3.295,21.999800000000125,25.0,25.625,26.0,98.48333233333332,5.287051573395729,3.9993181824684143,5.753491818904877
1123,-43.80005,3.2740002,3.2915001125000005,3.2960002,21.999999999999797,25.0,25.375,26.0,98.51333233333334,5.287051573395729,3.9993181824684143,5.753491818904877
1124,-46.69995,3.2740002,3.291500075,3.295,20.99979999999979,25.0,25.375,26.0,98.54666666666667,5.287051573395729,3.9993181824684143,5.753491818904877
1125,-44.80005,3.2740002,3.2918751124999996,3.2960002,21.999999999999797,25.0,25.625,26.0,98.58000133333333,5.287051573395729,3.9993181824684143,5.753491818904877
1126,-42.399902,3.275,3.2928751374999994,3.2970002,22.000199999999914,25.0,25.875,26.0,98.61333600000002,5.287051573395729,3.9993181824684143,5.753491818904877
1127,-46.0,3.2740002,3.2920001375000005,3.2960002,21.999999999999797,25.0,25.875,26.0,98.64333666666667,5.287051573395729,3.9993181824684143,5.753491818904877
1128,-40.69995,3.275,3.2927501124999994,3.2970002,22.000199999999914,26.0,26.0,26.0,98.64000266666669,5.287051573395729,3.9993181824684143,5.753491818904877
1129,-46.69995,3.275,3.2926251000000004,3.2960002,21.000200000000024,26.0,26.0,26.0,98.64000166666668,5.287051573395729,3.9993181824684143,5.753491818904877
1130,-42.0,3.275,3.292875125,3.2970002,22.000199999999914,26.0,26.0,26.0,98.64000066666668,5.49774207174778,4.337520897388458,5.878154933452606
1131,-43.899902,3.2760003,3.29350015,3.2970002,20.999899999999627,26.0,26.0,26.0,98.64000033333335,5.49774207174778,4.337520897388458,5.878154933452606
1132,-46.30005,3.2760003,3.2941251375,3.298,21.999699999999844,26.0,26.0,26.0,98.63666600000002,5.49774207174778,4.337520897388458,5.878154933452606
1133,-47.099854,3.2760003,3.29375015,3.298,21.999699999999844,26.0,26.0,26.0,98.63666533333334,5.49774207174778,4.337520897388458,5.878154933452606
1134,-46.599854,3.2760003,3.2937501375,3.298,21.999699999999844,26.0,26.0,26.0,98.63666533333335,5.49774207174778,4.337520897388458,5.878154933452606
1135,-42.599854,3.2760003,3.2945001499999997,3.2990003,22.999999999999687,26.0,26.125,27.0,98.639998,5.49774207174778,4.337520897388458,5.878154933452606
1136,-47.19995,3.2770002,3.2951251874999996,3.2990003,22.000100000000078,26.0,26.125,27.0,98.60666533333332,5.49774207174778,4.337520897388458,5.878154933452606
1137,-46.19995,3.2770002,3.2948751625,3.2990003,22.000100000000078,26.0,26.375,27.0,98.573332,5.49774207174778,4.337520897388458,5.878154933452606
1138,-41.80005,3.2770002,3.2951251874999996,3.2990003,22.000100000000078,26.0,26.375,27.0,98.54333333333332,5.49774207174778,4.337520897388458,5.878154933452606
1139,-42.30005,3.2770002,3.2951251749999995,3.2990003,22.000100000000078,26.0,26.375,27.0,98.51000033333334,5.49774207174778,4.337520897388458,5.878154933452606
1140,-44.099854,3.278,3.2956251499999993,3.3000002,22.000199999999914,26.0,26.5,27.0,98.51333333333334,5.49774207174778,4.337520897388458,5.878154933452606
1141,-46.899902,3.278,3.2958751749999995,3.3000002,22.000199999999914,26.0,26.5,27.0,98.51666599999999,5.49774207174778,4.337520897388458,5.878154933452606
1142,-43.30005,3.279,3.2962501499999997,3.3000002,21.000200000000024,26.0,26.625,27.0,98.519999,5.49774207174778,4.337520897388458,5.878154933452606
1143,-45.69995,3.279,3.2965001125000004,3.301,22.00000000000024,26.0,26.625,27.0,98.55999933333332,5.49774207174778,4.337520897388458,5.878154933452606
1144,-43.599854,3.279,3.2963751375,3.3000002,21.000200000000024,26.0,26.75,27.0,98.59666666666665,5.49774207174778,4.337520897388458,5.878154933452606
1145,-45.899902,3.2800002,3.29687515,3.301,20.999800000000235,26.0,26.75,27.0,98.633333,5.49774207174778,4.337520897388458,5.878154933452606
1146,-42.19995,3.2800002,3.2975001624999996,3.301,20.999800000000235,26.0,26.75,27.0,98.66666633333332,5.49774207174778,4.337520897388458,5.878154933452606
1147,-42.899902,3.2800002,3.29725015,3.301,20.999800000000235,27.0,27.0,27.0,98.69999966666666,5.49774207174778,4.337520897388458,5.878154933452606
1148,-45.5,3.2810001,3.298125125,3.302,20.99990000000007,27.0,27.0,27.0,98.73666733333333,5.49774207174778,4.337520897388458,5.878154933452606
1149,-44.099854,3.2800002,3.2976251000000003,3.301,20.999800000000235,27.0,27.0,27.0,98.77333499999999,5.49774207174778,4.337520897388458,5.878154933452606
1150,-47.0,3.2810001,3.2982500999999997,3.302,20.99990000000007,27.0,27.0,27.0,98.80666933333333,5.552081763744354,4.45973128080368,5.857633054256439
1151,-44.899902,3.2810001,3.2987500625,3.302,20.99990000000007,27.0,27.0,27.0,98.84333633333333,5.552081763744354,4.45973128080368,5.857633054256439
1152,-46.30005,3.282,3.2991251,3.3030002,21.000200000000024,27.0,27.0,27.0,98.87667099999999,5.552081763744354,4.45973128080368,5.857633054256439
1153,-45.099854,3.2810001,3.2988751125,3.3030002,22.000100000000078,27.0,27.0,27.0,98.91333733333333,5.552081763744354,4.45973128080368,5.857633054256439
1154,-43.69995,3.2810001,3.2986250999999998,3.3030002,22.000100000000078,27.0,27.0,27.0,98.94667066666666,5.552081763744354,4.45973128080368,5.857633054256439
1155,-42.69995,3.2830002,3.3000001125,3.3040001,20.99990000000007,27.0,27.0,27.0,98.95000333333333,5.552081763744354,4.45973128080368,5.857633054256439
1156,-42.599854,3.2830002,3.3001251,3.3040001,20.99990000000007,27.0,27.0,27.0,98.95000366666666,5.552081763744354,4.45973128080368,5.857633054256439
1157,-46.5,3.2830002,3.3000001125,3.3040001,20.99990000000007,27.0,27.0,27.0,98.95333666666666,5.552081763744354,4.45973128080368,5.857633054256439
1158,-46.30005,3.2830002,3.2998750875,3.3040001,20.99990000000007,27.0,27.0,27.0,98.95000299999998,5.552081763744354,4.45973128080368,5.857633054256439
1159,-44.30005,3.2840002,3.3010000875000003,3.305,20.999800000000235,27.0,27.0,27.0,98.95333633333333,5.552081763744354,4.45973128080368,5.857633054256439
1160,-44.80005,3.2840002,3.3006250875000003,3.3040001,19.99990000000018,27.0,27.0,27.0,98.95667066666665,5.552081763744354,4.45973128080368,5.857633054256439
1161,-46.30005,3.2840002,3.3012501000000003,3.305,20.999800000000235,27.0,27.0,27.0,98.963338,5.552081763744354,4.45973128080368,5.857633054256439
1162,-46.099854,3.285,3.3016250875,3.305,20.000000000000018,27.0,27.0,27.0,98.96667199999999,5.552081763744354,4.45973128080368,5.857633054256439
1163,-42.80005,3.2840002,3.3013750875000003,3.305,20.999800000000235,27.0,27.0,27.0,98.96667199999999,5.552081763744354,4.45973128080368,5.857633054256439
1164,-43.399902,3.2860003,3.3021251250000003,3.3060002,19.99990000000018,27.0,27.0,27.0,98.97000533333333,5.552081763744354,4.45973128080368,5.857633054256439
1165,-45.30005,3.2840002,3.3017501250000003,3.3060002,22.00000000000024,27.0,27.0,27.0,98.97333833333332,5.552081763744354,4.45973128080368,5.857633054256439
1166,-45.5,3.2860003,3.3026251500000003,3.3060002,19.99990000000018,27.0,27.0,27.0,98.97667133333333,5.552081763744354,4.45973128080368,5.857633054256439
1167,-44.0,3.2860003,3.3025001625000003,3.3060002,19.99990000000018,27.0,27.0,27.0,98.980004,5.552081763744354,4.45973128080368,5.857633054256439
1168,-44.899902,3.2860003,3.3025001625000003,3.3060002,19.99990000000018,27.0,27.0,27.0,98.98333633333333,5.552081763744354,4.45973128080368,5.857633054256439
1169,-45.30005,3.2860003,3.3028751375000005,3.3070002,20.99990000000007,27.0,27.0,27.0,98.99000333333333,5.552081763744354,4.45973128080368,5.857633054256439
1170,-44.899902,3.2860003,3.30275015,3.3070002,20.99990000000007,27.0,27.0,27.0,98.99000333333333,5.843959376215935,4.866491258144379,6.071798503398895
1171,-43.80005,3.2860003,3.3027501375000003,3.3060002,19.99990000000018,27.0,27.0,27.0,98.993336,5.843959376215935,4.866491258144379,6.071798503398895
1172,-41.69995,3.2870002,3.3031251125,3.3070002,20.000000000000018,27.0,27.0,27.0,98.99000133333334,5.843959376215935,4.866491258144379,6.071798503398895
1173,-43.599854,3.2870002,3.3032501000000005,3.3070002,20.000000000000018,27.0,27.0,27.0,99.00000099999998,5.843959376215935,4.866491258144379,6.071798503398895
1174,-46.099854,3.288,3.3038751125,3.308,20.000000000000018,27.0,27.0,27.0,99.00000066666665,5.843959376215935,4.866491258144379,6.071798503398895
1175,-47.19995,3.288,3.3038751250000002,3.3070002,19.000200000000245,27.0,27.0,27.0,99.00000033333332,5.843959376215935,4.866491258144379,6.071798503398895
1176,-45.0,3.2890003,3.3046251625000003,3.308,18.99969999999973,27.0,27.0,27.0,99.00333299999998,5.843959376215935,4.866491258144379,6.071798503398895
1177,-43.69995,3.288,3.304500125,3.308,20.000000000000018,27.0,27.0,27.0,99.00999900000001,5.843959376215935,4.866491258144379,6.071798503398895
1178,-46.099854,3.288,3.3046251250000003,3.308,20.000000000000018,27.0,27.0,27.0,98.97999866666667,5.843959376215935,4.866491258144379,6.071798503398895
1179,-46.30005,3.288,3.3048751375000003,3.3090003,21.000300000000305,27.0,27.0,27.0,98.949998,5.843959376215935,4.866491258144379,6.071798503398895
1180,-46.0,3.2900002,3.3057502125000005,3.3090003,19.000099999999964,27.0,27.0,27.0,98.91999766666666,5.843959376215935,4.866491258144379,6.071798503398895
1181,-44.099854,3.2890003,3.3052501750000007,3.3090003,20.000000000000018,27.0,27.0,27.0,98.88999733333334,5.843959376215935,4.866491258144379,6.071798503398895
1182,-43.099854,3.2890003,3.3052501500000004,3.3090003,20.000000000000018,27.0,27.0,27.0,98.85666433333333,5.843959376215935,4.866491258144379,6.071798503398895
1183,-47.899902,3.2900002,3.3057502125000005,3.3090003,19.000099999999964,27.0,27.0,27.0,98.82666433333333,5.843959376215935,4.866491258144379,6.071798503398895
1184,-44.80005,3.2900002,3.3056251750000003,3.3090003,19.000099999999964,27.0,27.0,27.0,98.79333,5.843959376215935,4.866491258144379,6.071798503398895
1185,-46.30005,3.2900002,3.3063751875000005,3.3100002,20.000000000000018,27.0,27.25,28.0,98.76666399999999,5.843959376215935,4.866491258144379,6.071798503398895
1186,-44.599854,3.2910001,3.3062502000000005,3.3100002,19.000099999999964,27.0,27.25,28.0,98.73666399999999,5.843959376215935,4.866491258144379,6.071798503398895
1187,-45.399902,3.2910001,3.3068751625000004,3.3100002,19.000099999999964,27.0,27.375,28.0,98.71333233333333,5.843959376215935,4.866491258144379,6.071798503398895
1188,-42.899902,3.2910001,3.3067501250000007,3.3100002,19.000099999999964,27.0,27.375,28.0,98.68333333333334,5.843959376215935,4.866491258144379,6.071798503398895
1189,-43.69995,3.2910001,3.3070001375,3.311,19.999899999999737,27.0,27.375,28.0,98.65666733333335,5.843959376215935,4.866491258144379,6.071798503398895
1190,-43.899902,3.292,3.30700015,3.3100002,18.000200000000355,27.0,27.375,28.0,98.626667,5.963973701000214,4.92834597826004,6.321559846401215
1191,-45.69995,3.292,3.3071251249999998,3.311,19.000000000000128,27.0,27.375,28.0,98.59666666666666,5.963973701000214,4.92834597826004,6.321559846401215
1192,-44.30005,3.2930002,3.3078751625000007,3.311,17.99980000000012,27.0,27.375,28.0,98.56666633333333,5.963973701000214,4.92834597826004,6.321559846401215
1193,-43.899902,3.292,3.30775015,3.311,19.000000000000128,27.0,27.375,28.0,98.57666533333332,5.963973701000214,4.92834597826004,6.321559846401215
1194,-44.599854,3.2930002,3.3080001500000003,3.311,17.99980000000012,27.0,27.5,28.0,98.57999833333334,5.963973701000214,4.92834597826004,6.321559846401215
1195,-45.5,3.2930002,3.3082501125000006,3.311,17.99980000000012,27.0,27.5,28.0,98.58333133333332,5.963973701000214,4.92834597826004,6.321559846401215
1196,-43.599854,3.2930002,3.3077501875000004,3.311,17.99980000000012,27.0,27.5,28.0,98.58666433333335,5.963973701000214,4.92834597826004,6.321559846401215
1197,-46.80005,3.2930002,3.3081251875000004,3.3120003,19.000099999999964,27.0,27.5,28.0,98.59333,5.963973701000214,4.92834597826004,6.321559846401215
1198,-47.399902,3.2940001,3.3086251875,3.3120003,18.00019999999991,27.0,27.5,28.0,98.596663,5.963973701000214,4.92834597826004,6.321559846401215
1199,-42.69995,3.2940001,3.3086251875,3.3120003,18.00019999999991,27.0,27.5,28.0,98.60332966666668,5.963973701000214,4.92834597826004,6.321559846401215
1200,-43.0,3.295,3.30887515,3.3120003,17.000299999999857,27.0,27.625,28.0,98.60666233333333,5.963973701000214,4.92834597826004,6.321559846401215
1201,-41.5,3.2940001,3.3087502000000004,3.3120003,18.00019999999991,27.0,27.625,28.0,98.61332933333333,5.963973701000214,4.92834597826004,6.321559846401215
1202,-42.899902,3.295,3.3096250874999997,3.3130002,18.00019999999991,27.0,27.75,28.0,98.61666233333334,5.963973701000214,4.92834597826004,6.321559846401215
1203,-46.5,3.295,3.3093751875,3.3130002,18.00019999999991,27.0,27.75,28.0,98.61999533333334,5.963973701000214,4.92834597826004,6.321559846401215
1204,-44.19995,3.295,3.3096251375,3.3130002,18.00019999999991,27.0,27.75,28.0,98.62332833333333,5.963973701000214,4.92834597826004,6.321559846401215
1205,-45.899902,3.295,3.3092501375000003,3.3120003,17.000299999999857,27.0,27.75,28.0,98.63332833333334,5.963973701000214,4.92834597826004,6.321559846401215
1206,-41.599854,3.2960002,3.3097501125,3.3130002,16.999999999999904,27.0,27.75,28.0,98.63666233333333,5.963973701000214,4.92834597826004,6.321559846401215
1207,-41.899902,3.2960002,3.309625125,3.3130002,16.999999999999904,27.0,27.75,28.0,98.64332933333334,5.963973701000214,4.92834597826004,6.321559846401215
1208,-44.80005,3.2970002,3.3106252375,3.3140001,16.999900000000068,27.0,27.75,28.0,98.64333033333334,5.963973701000214,4.92834597826004,6.321559846401215
1209,-46.599854,3.2970002,3.3111251875,3.3140001,16.999900000000068,27.0,27.75,28.0,98.64999866666668,5.963973701000214,4.92834597826004,6.321559846401215
1210,-45.80005,3.2970002,3.3106251375,3.3140001,16.999900000000068,27.0,27.75,28.0,98.65666699999998,5.744558945298195,4.905317723751068,6.196717917919159
1211,-46.80005,3.2970002,3.311250175,3.3140001,16.999900000000068,27.0,27.75,28.0,98.66000133333334,5.744558945298195,4.905317723751068,6.196717917919159
1212,-43.69995,3.298,3.3111251250000007,3.3140001,16.00009999999985,27.0,27.75,28.0,98.66666966666666,5.744558945298195,4.905317723751068,6.196717917919159
1213,-43.5,3.298,3.3113751500000004,3.315,16.999999999999904,27.0,27.75,28.0,98.67000499999999,5.744558945298195,4.905317723751068,6.196717917919159
1214,-46.599854,3.298,3.3115001375,3.3140001,16.00009999999985,27.0,27.75,28.0,98.67333933333333,5.744558945298195,4.905317723751068,6.196717917919159
1215,-46.599854,3.298,3.3115001375,3.315,16.999999999999904,27.0,27.75,28.0,98.67667266666668,5.744558945298195,4.905317723751068,6.196717917919159
1216,-43.19995,3.2990003,3.31187515,3.315,15.999700000000061,27.0,27.75,28.0,98.68000566666666,5.744558945298195,4.905317723751068,6.196717917919159
1217,-45.099854,3.2990003,3.312125125,3.315,15.999700000000061,27.0,27.75,28.0,98.71667199999999,5.744558945298195,4.905317723751068,6.196717917919159
1218,-43.80005,3.2990003,3.312500125,3.3160002,16.999900000000068,27.0,27.875,28.0,98.75333833333333,5.744558945298195,4.905317723751068,6.196717917919159
1219,-45.899902,3.2990003,3.3120001375,3.315,15.999700000000061,27.0,27.875,28.0,98.79000466666666,5.744558945298195,4.905317723751068,6.196717917919159
1220,-47.0,3.2990003,3.312125125,3.315,15.999700000000061,27.0,27.875,28.0,98.82333766666667,5.744558945298195,4.905317723751068,6.196717917919159
1221,-47.599854,3.2990003,3.3122501125,3.315,15.999700000000061,27.0,27.875,28.0,98.86000366666666,5.744558945298195,4.905317723751068,6.196717917919159
1222,-43.099854,3.3000002,3.3131251,3.3160002,16.000000000000014,27.0,27.875,28.0,98.89333666666667,5.744558945298195,4.905317723751068,6.196717917919159
1223,-47.099854,3.3000002,3.313250125,3.3160002,16.000000000000014,27.0,27.875,28.0,98.93000333333333,5.744558945298195,4.905317723751068,6.196717917919159
1224,-42.599854,3.3000002,3.3127501,3.3160002,16.000000000000014,28.0,28.0,28.0,98.963335,5.744558945298195,4.905317723751068,6.196717917919159
1225,-43.399902,3.3000002,3.3131251375,3.3160002,16.000000000000014,28.0,28.0,28.0,98.99666733333335,5.744558945298195,4.905317723751068,6.196717917919159
1226,-46.69995,3.3000002,3.313250125,3.3160002,16.000000000000014,28.0,28.0,28.0,99.03666766666667,5.744558945298195,4.905317723751068,6.196717917919159
1227,-46.80005,3.301,3.3138751500000003,3.3170002,16.000199999999687,28.0,28.0,28.0,99.07000000000001,5.744558945298195,4.905317723751068,6.196717917919159
1228,-46.30005,3.301,3.3141251250000003,3.3170002,16.000199999999687,28.0,28.0,28.0,99.10666633333335,5.744558945298195,4.905317723751068,6.196717917919159
1229,-44.19995,3.301,3.314250125,3.3170002,16.000199999999687,28.0,28.0,28.0,99.13999866666667,5.744558945298195,4.905317723751068,6.196717917919159
1230,-42.19995,3.302,3.314625125,3.318,16.000000000000014,28.0,28.0,28.0,99.17666600000001,5.939934775233269,5.340377986431122,6.091050803661346
1231,-41.80005,3.301,3.3141251374999996,3.3170002,16.000199999999687,28.0,28.0,28.0,99.20999933333333,5.939934775233269,5.340377986431122,6.091050803661346
1232,-45.30005,3.302,3.314625125,3.318,16.000000000000014,28.0,28.0,28.0,99.20999933333334,5.939934775233269,5.340377986431122,6.091050803661346
1233,-46.30005,3.3030002,3.31475015,3.318,14.999800000000008,28.0,28.0,28.0,99.20666600000001,5.939934775233269,5.340377986431122,6.091050803661346
1234,-43.19995,3.302,3.314875125,3.318,16.000000000000014,28.0,28.0,28.0,99.209999,5.939934775233269,5.340377986431122,6.091050803661346
1235,-46.80005,3.3030002,3.315125075,3.318,14.999800000000008,28.0,28.0,28.0,99.21333266666667,5.939934775233269,5.340377986431122,6.091050803661346
1236,-43.099854,3.3030002,3.31550015,3.3190002,16.000000000000014,28.0,28.0,28.0,99.213333,5.939934775233269,5.340377986431122,6.091050803661346
1237,-43.30005,3.3030002,3.315375125,3.318,14.999800000000008,28.0,28.0,28.0,99.21666666666667,5.939934775233269,5.340377986431122,6.091050803661346
1238,-46.5,3.3030002,3.3158751250000003,3.3190002,16.000000000000014,28.0,28.0,28.0,99.21999933333333,5.939934775233269,5.340377986431122,6.091050803661346
1239,-43.599854,3.3030002,3.3157501250000005,3.3190002,16.000000000000014,28.0,28.0,28.0,99.22333266666666,5.939934775233269,5.340377986431122,6.091050803661346
1240,-42.69995,3.3030002,3.316250125,3.3200002,16.999999999999904,28.0,28.0,28.0,99.22666533333333,5.939934775233269,5.340377986431122,6.091050803661346
1241,-42.80005,3.3040001,3.3162501125,3.3190002,15.00009999999996,28.0,28.0,28.0,99.21999833333332,5.939934775233269,5.340377986431122,6.091050803661346
1242,-44.599854,3.3040001,3.3163751375,3.3190002,15.00009999999996,28.0,28.0,28.0,99.22666500000001,5.939934775233269,5.340377986431122,6.091050803661346
1243,-42.099854,3.3040001,3.3165001375,3.3200002,16.00009999999985,28.0,28.0,28.0,99.226665,5.939934775233269,5.340377986431122,6.091050803661346
1244,-41.399902,3.3040001,3.3167501125000003,3.3190002,15.00009999999996,28.0,28.0,28.0,99.229999,5.939934775233269,5.340377986431122,6.091050803661346
1245,-45.69995,3.305,3.3170001000000005,3.3200002,15.000199999999797,28.0,28.0,28.0,99.22999899999999,5.939934775233269,5.340377986431122,6.091050803661346
1246,-44.899902,3.305,3.3171251,3.3200002,15.000199999999797,28.0,28.0,28.0,99.233333,5.939934775233269,5.340377986431122,6.091050803661346
1247,-43.099854,3.305,3.317375125,3.3200002,15.000199999999797,28.0,28.0,28.0,99.236667,5.939934775233269,5.340377986431122,6.091050803661346
1248,-44.899902,3.3040001,3.3170001625000003,3.321,16.999900000000068,28.0,28.0,28.0,99.24333333333334,5.939934775233269,5.340377986431122,6.091050803661346
1249,-44.69995,3.3060002,3.317250125,3.3200002,13.99999999999979,28.0,28.0,28.0,99.24333333333334,5.939934775233269,5.340377986431122,6.091050803661346
1250,-42.0,3.3060002,3.317875175,3.321,14.999800000000008,28.0,28.0,28.0,99.24333333333334,6.118976324796677,5.5066511034965515,6.270180642604828
